Date,Longitude,Latitude,Depth,Rms,Type,Magnitude,Location,EventID
"2023-03-11T11:40:52",36.851,37.321,7.01,0.66,"ML",1.2,"Türkoğlu (Kahramanmaraş)",561479
"2023-03-11T11:32:09",38.626,38.163,7.11,0.21,"MW",3.9,"Pütürge (Malatya)",561477
"2023-03-11T11:29:03",37.924,38.112,7,0.65,"ML",1.7,"Doğanşehir (Malatya)",561475
"2023-03-11T11:27:50",39.97,38.39,7,0.23,"ML",1.6,"Dicle (Diyarbakır)",561478
"2023-03-11T11:19:45",38.353,38.057,6.49,0.24,"ML",1.5,"Çelikhan (Adıyaman)",561474
"2023-03-11T11:18:17",37.988,38.103,7,0.27,"ML",1.5,"Doğanşehir (Malatya)",561473
"2023-03-11T11:17:00",36.286,37.96,7,0.59,"ML",1.4,"Göksun (Kahramanmaraş)",561476
"2023-03-11T11:13:56",38.216,38.254,7,0.06,"ML",1.8,"Yeşilyurt (Malatya)",561470
"2023-03-11T11:09:48",27.219,36.558,7.08,0.15,"ML",2.1,"Ege Denizi - [25.40 km] Datça (Muğla)",561472
"2023-03-11T11:08:17",35.305,38.725,7,0.23,"ML",1.8,"İncesu (Kayseri)",561471
"2023-03-11T11:05:24",38.14,38.155,7.11,0.77,"ML",3.2,"Yeşilyurt (Malatya)",561469
"2023-03-11T10:59:01",37.152,37.419,11.54,0.12,"ML",1.3,"Pazarcık (Kahramanmaraş)",561468
"2023-03-11T10:45:02",37.669,37.836,7,0.48,"ML",2,"Gölbaşı (Adıyaman)",561467
"2023-03-11T10:42:48",36.746,37.272,7.17,0.34,"ML",2.1,"Türkoğlu (Kahramanmaraş)",561462
"2023-03-11T10:40:47",27.183,36.548,5.74,0.28,"ML",2,"Ege Denizi - [28.67 km] Datça (Muğla)",561466
"2023-03-11T10:38:44",36.057,36.15,6.77,0.37,"ML",2.7,"Samandağ (Hatay)",561463
"2023-03-11T10:36:31",43.342,38.751,6.99,0.45,"ML",1.9,"Tuşba (Van)",561465
"2023-03-11T10:33:40",37.933,38.16,6.89,0.45,"ML",1.2,"Doğanşehir (Malatya)",561464
"2023-03-11T10:29:37",36.392,36.807,6.64,0.4,"ML",2.9,"Hassa (Hatay)",561460
"2023-03-11T10:22:36",37.003,37.429,6.93,0.44,"ML",1.5,"Dulkadiroğlu (Kahramanmaraş)",561461
"2023-03-11T10:17:18",36.863,37.356,7.22,0.08,"ML",1.4,"Türkoğlu (Kahramanmaraş)",561459
"2023-03-11T10:12:50",37.491,38.366,7,0.37,"ML",2.2,"Elbistan (Kahramanmaraş)",561456
"2023-03-11T10:11:46",27.219,37.969,7,0.59,"ML",1.8,"Ege Denizi - Kuşadası Körfezi - [06.06 km] Selçuk (İzmir)",561458
"2023-03-11T10:09:51",38.777,38.123,7.71,0.26,"ML",2.2,"Pütürge (Malatya)",561455
"2023-03-11T10:08:23",36.293,37.789,6.99,0.6,"ML",1.9,"Andırın (Kahramanmaraş)",561457
"2023-03-11T10:05:49",37.767,38.292,7,0.28,"ML",2.3,"Akçadağ (Malatya)",561454
"2023-03-11T10:01:11",37.172,37.452,9.64,0.27,"ML",1.8,"Dulkadiroğlu (Kahramanmaraş)",561453
"2023-03-11T09:53:34",37.351,37.615,7,0.37,"ML",1.7,"Pazarcık (Kahramanmaraş)",561450
"2023-03-11T09:49:12",37.544,37.971,7,0.96,"ML",1.8,"Nurhak (Kahramanmaraş)",561451
"2023-03-11T09:47:56",36.259,36.662,7,0.52,"ML",1.8,"İskenderun (Hatay)",561452
"2023-03-11T09:41:49",27.204,36.554,7,0.54,"ML",2.9,"Ege Denizi - [26.72 km] Datça (Muğla)",561448
"2023-03-11T09:38:13",36.239,37.889,7,0.5,"ML",2.3,"Saimbeyli (Adana)",561446
"2023-03-11T09:32:28",38.493,38.13,6.82,0.28,"ML",1.8,"Sincik (Adıyaman)",561447
"2023-03-11T09:30:26",29.752,40.917,7.34,0.41,"ML",1.2,"Körfez (Kocaeli)",561449
"2023-03-11T09:27:03",37.878,37.844,7,0.4,"ML",1.2,"Tut (Adıyaman)",561445
"2023-03-11T09:22:29",36.892,37.223,7,0.45,"ML",1.9,"Nurdağı (Gaziantep)",561441
"2023-03-11T09:21:43",38.34,38.168,7.06,0.77,"ML",1.4,"Yeşilyurt (Malatya)",561443
"2023-03-11T09:17:59",37.779,38.111,8.83,0.57,"ML",2.7,"Doğanşehir (Malatya)",561440
"2023-03-11T09:16:22",37.42,38.006,7.02,0.55,"ML",1.8,"Nurhak (Kahramanmaraş)",561442
"2023-03-11T09:15:38",38.544,38.151,7,0.14,"ML",1.6,"Battalgazi (Malatya)",561444
"2023-03-11T09:08:09",37.829,37.809,7.35,0.17,"ML",2.1,"Gölbaşı (Adıyaman)",561437
"2023-03-11T09:05:24",37.277,37.41,6.89,0.41,"ML",2.2,"Pazarcık (Kahramanmaraş)",561436
"2023-03-11T09:02:06",38.468,38.117,7,0.14,"ML",1.1,"Sincik (Adıyaman)",561439
"2023-03-11T09:00:55",38.347,38.038,20.01,0.26,"ML",1.3,"Çelikhan (Adıyaman)",561438
"2023-03-11T08:50:27",36.541,37.948,6.99,0.34,"ML",1.7,"Göksun (Kahramanmaraş)",561435
"2023-03-11T08:39:05",36.582,38.008,6.96,0.71,"ML",2.6,"Göksun (Kahramanmaraş)",561431
"2023-03-11T08:37:24",36.872,37.333,6.86,0.14,"ML",1.6,"Türkoğlu (Kahramanmaraş)",561432
"2023-03-11T08:35:39",38.527,38.147,7,0.17,"ML",1.4,"Sincik (Adıyaman)",561434
"2023-03-11T08:33:56",36.241,37.868,7,0.47,"ML",1.3,"Saimbeyli (Adana)",561433
"2023-03-11T08:16:47",36.253,36.373,7,0.41,"ML",2.2,"Antakya (Hatay)",561428
"2023-03-11T08:16:00",38.504,38.15,7,0.08,"ML",1.1,"Sincik (Adıyaman)",561430
"2023-03-11T08:15:59",35.793,37.655,7,0.26,"ML",1.4,"Kozan (Adana)",561429
"2023-03-11T08:11:59",38.162,38.123,7,0.84,"ML",2.2,"Yeşilyurt (Malatya)",561427
"2023-03-11T08:10:41",35.819,37.636,7,0.39,"ML",2.2,"Kozan (Adana)",561425
"2023-03-11T08:00:24",36.859,37.053,7,0.24,"ML",1.3,"Nurdağı (Gaziantep)",561426
"2023-03-11T07:58:55",36.816,37.051,7,0.71,"ML",1.9,"Nurdağı (Gaziantep)",561422
"2023-03-11T07:58:42",36.912,38.069,7.01,0.55,"ML",2.6,"Göksun (Kahramanmaraş)",561423
"2023-03-11T07:47:06",38.984,39.202,6.99,0.36,"ML",1.9,"Hozat (Tunceli)",561424
"2023-03-11T07:42:14",37.421,38.079,9.02,0.55,"ML",3,"Elbistan (Kahramanmaraş)",561417
"2023-03-11T07:37:11",40.199,38.425,7.06,0.16,"ML",1.9,"Dicle (Diyarbakır)",561421
"2023-03-11T07:34:08",35.821,37.639,7,0.3,"ML",2.4,"Kozan (Adana)",561419
"2023-03-11T07:31:45",35.794,37.64,7,0.22,"ML",2.1,"Kozan (Adana)",561418
"2023-03-11T07:27:54",35.326,38.728,7.7,0.31,"ML",2.5,"Melikgazi (Kayseri)",561415
"2023-03-11T07:21:48",37.786,38.266,7,0.43,"ML",1.7,"Akçadağ (Malatya)",561416
"2023-03-11T07:20:09",35.874,36.026,5.53,0.35,"ML",2.4,"Akdeniz - [10.20 km] Samandağ (Hatay)",561414
"2023-03-11T07:17:17",36.553,37.998,6.97,0.69,"ML",2.7,"Göksun (Kahramanmaraş)",561413
"2023-03-11T07:16:58",31.784,40.763,7.01,0.4,"ML",1.4,"Merkez (Bolu)",561420
"2023-03-11T07:14:40",38.69,38.191,6.98,0.15,"ML",2.8,"Pütürge (Malatya)",561410
"2023-03-11T07:09:45",37.788,38.268,7.01,0.64,"ML",2.4,"Akçadağ (Malatya)",561408
"2023-03-11T07:04:40",36.916,37.188,2.68,0.68,"ML",1.6,"Nurdağı (Gaziantep)",561409
"2023-03-11T07:04:33",29.183,40.737,12.04,0.34,"ML",2.3,"Marmara Denizi - [09.36 km] Çınarcık (Yalova)",561412
"2023-03-11T07:04:03",29.132,40.76,7,0.17,"ML",2,"Marmara Denizi - [10.13 km] Adalar (İstanbul)",561411
"2023-03-11T06:58:43",40.89,38.55,7,0.41,"ML",2.1,"Kulp (Diyarbakır)",561405
"2023-03-11T06:55:54",38.261,38.31,7,0.23,"ML",1.8,"Yeşilyurt (Malatya)",561404
"2023-03-11T06:50:48",38.539,38.182,7,0.31,"ML",1.4,"Battalgazi (Malatya)",561403
"2023-03-11T06:49:42",36.769,37.302,7,0.02,"ML",1.4,"Türkoğlu (Kahramanmaraş)",561400
"2023-03-11T06:47:47",31.726,40.86,6.93,0.48,"ML",1,"Merkez (Bolu)",561406
"2023-03-11T06:45:50",37.903,38.108,7,0.45,"ML",2,"Doğanşehir (Malatya)",561402
"2023-03-11T06:41:23",27.225,36.559,7.06,0.33,"ML",2.3,"Ege Denizi - [24.96 km] Datça (Muğla)",561393
"2023-03-11T06:37:49",36.189,37.138,7,0.63,"ML",3.3,"Merkez (Osmaniye)",561394
"2023-03-11T06:35:10",37.792,38.034,7,0.71,"ML",1.7,"Doğanşehir (Malatya)",561396
"2023-03-11T06:33:04",35.342,38.712,7,0.21,"ML",1.6,"Hacılar (Kayseri)",561397
"2023-03-11T06:32:03",27.201,36.562,8.89,0.24,"ML",3.3,"Ege Denizi - [26.49 km] Datça (Muğla)",561392
"2023-03-11T06:31:06",38.161,37.938,6.56,0.7,"ML",2.8,"Merkez (Adıyaman)",561395
"2023-03-11T06:25:30",31.737,40.825,11.15,0.37,"ML",2.6,"Merkez (Bolu)",561407
"2023-03-11T06:21:48",38.095,38.186,7.01,0.61,"ML",1.8,"Yeşilyurt (Malatya)",561399
"2023-03-11T06:20:54",36.774,37.315,7.55,0.13,"ML",1.4,"Türkoğlu (Kahramanmaraş)",561398
"2023-03-11T06:20:22",27.201,36.541,14.14,0.36,"MW",3.8,"Ege Denizi - [27.84 km] Datça (Muğla)",561388
"2023-03-11T06:15:46",39.461,38.617,7,0.22,"ML",1.7,"Keban Barajı - [02.69 km] Merkez (Elazığ)",561401
"2023-03-11T06:13:59",37.119,38.008,7,0.79,"ML",2.6,"Ekinözü (Kahramanmaraş)",561390
"2023-03-11T06:11:07",37.157,38.077,6.97,0.37,"ML",2.1,"Ekinözü (Kahramanmaraş)",561389
"2023-03-11T06:09:53",37.777,38.287,6.95,0.61,"ML",2.6,"Akçadağ (Malatya)",561387
"2023-03-11T06:05:39",37.466,37.978,7,0.91,"ML",1.8,"Nurhak (Kahramanmaraş)",561386
"2023-03-11T06:01:19",37.924,37.722,7,0.69,"ML",1.4,"Besni (Adıyaman)",561391
"2023-03-11T05:39:21",37.236,38.071,7.93,0.33,"ML",3.1,"Elbistan (Kahramanmaraş)",561377
"2023-03-11T05:37:43",37.001,37.46,6.31,0.13,"ML",1.3,"Dulkadiroğlu (Kahramanmaraş)",561385
"2023-03-11T05:36:42",36.491,36.884,12.43,0.4,"ML",2.1,"Hassa (Hatay)",561384
"2023-03-11T05:34:16",36.291,37.854,5.51,0.34,"ML",2.2,"Göksun (Kahramanmaraş)",561381
"2023-03-11T05:31:30",37.705,37.742,14.39,0.21,"ML",1.6,"Gölbaşı (Adıyaman)",561380
"2023-03-11T05:24:21",36.29,37.891,7,0.63,"ML",2.5,"Göksun (Kahramanmaraş)",561375
"2023-03-11T05:18:17",36.246,37.904,7,0.36,"ML",2.5,"Saimbeyli (Adana)",561373
"2023-03-11T05:15:56",25.866,35.286,6.96,0.65,"ML",2.4,"Ege Denizi",561383
"2023-03-11T05:13:58",36.728,37.206,7,0.36,"ML",2.4,"Nurdağı (Gaziantep)",561370
"2023-03-11T05:11:05",38.162,38.258,7,0.38,"ML",1.6,"Yeşilyurt (Malatya)",561379
"2023-03-11T05:07:27",28.161,39.148,6.98,0.49,"ML",1.5,"Sındırgı (Balıkesir)",561382
"2023-03-11T05:05:41",37.826,38.126,7,0.39,"ML",1.7,"Doğanşehir (Malatya)",561376
"2023-03-11T05:02:53",38.702,38.198,7.2,0.31,"ML",2.1,"Pütürge (Malatya)",561378
"2023-03-11T04:51:38",40.926,36.969,7.04,0.28,"ML",1.8,"Kamışlı, Haseke (Suriye) - [17.79 km] Artuklu (Mardin)",561368
"2023-03-11T04:48:37",35.964,36.053,7,0.26,"ML",1.7,"Samandağ (Hatay)",561366
"2023-03-11T04:46:05",36.436,36.639,7,0.29,"ML",2.7,"Kırıkhan (Hatay)",561354
"2023-03-11T04:46:03",36.936,37.368,7.07,0.28,"ML",2.1,"Türkoğlu (Kahramanmaraş)",561356
"2023-03-11T04:45:20",36.861,37.382,7,0.15,"ML",1.4,"Türkoğlu (Kahramanmaraş)",561357
"2023-03-11T04:44:48",27.222,36.519,7.22,0.45,"ML",2.6,"Ege Denizi - [28.07 km] Datça (Muğla)",561374
"2023-03-11T04:43:34",36.396,37.802,7,0.34,"ML",2.3,"Andırın (Kahramanmaraş)",561359
"2023-03-11T04:41:51",36.011,40.854,10.67,0.42,"ML",2.2,"Ladik (Samsun)",561369
"2023-03-11T04:41:10",35.891,36.241,7.08,0.37,"ML",1.9,"Arsuz (Hatay)",561365
"2023-03-11T04:38:24",38.27,38.34,8.84,0.48,"ML",1.5,"Yeşilyurt (Malatya)",561363
"2023-03-11T04:37:05",37.532,38.461,7.22,0.25,"ML",1.4,"Darende (Malatya)",561364
"2023-03-11T04:34:11",35.686,36.992,13.31,0.52,"ML",1.5,"Ceyhan (Adana)",561367
"2023-03-11T04:33:00",27.219,36.559,6.93,0.43,"ML",2.4,"Ege Denizi - [25.30 km] Datça (Muğla)",561372
"2023-03-11T04:30:34",37.86,38.158,7,0.38,"ML",1.6,"Doğanşehir (Malatya)",561362
"2023-03-11T04:30:31",37.064,37.369,7,0.27,"ML",1.6,"Dulkadiroğlu (Kahramanmaraş)",561360
"2023-03-11T04:30:06",27.155,36.503,7,0.51,"ML",3.5,"Ege Denizi - [33.64 km] Datça (Muğla)",561371
"2023-03-11T04:27:57",38.356,38.276,7.01,0.86,"ML",1.7,"Battalgazi (Malatya)",561351
"2023-03-11T04:25:05",38.688,38.191,7,0.48,"ML",1.4,"Pütürge (Malatya)",561352
"2023-03-11T04:23:33",37.219,37.553,8.15,0.25,"ML",1.6,"Pazarcık (Kahramanmaraş)",561347
"2023-03-11T04:22:50",27.186,36.508,7,0.87,"ML",2.8,"Ege Denizi - [31.18 km] Datça (Muğla)",561361
"2023-03-11T04:21:45",36.873,37.351,7.57,0.42,"ML",1.3,"Türkoğlu (Kahramanmaraş)",561346
"2023-03-11T04:11:42",38.284,38.288,7.05,0.3,"ML",1.8,"Yeşilyurt (Malatya)",561348
"2023-03-11T04:10:06",36.958,37.141,7,0.13,"ML",1.1,"Nurdağı (Gaziantep)",561353
"2023-03-11T04:04:59",36.979,37.554,7.98,0.19,"ML",1.2,"Dulkadiroğlu (Kahramanmaraş)",561358
"2023-03-11T04:02:22",38.339,38.105,6.92,0.44,"ML",2.1,"Çelikhan (Adıyaman)",561349
"2023-03-11T04:01:57",37.823,37.783,7,0.34,"ML",1.8,"Tut (Adıyaman)",561350
"2023-03-11T03:56:17",38.167,38.277,6.98,0.2,"ML",1.6,"Yeşilyurt (Malatya)",561344
"2023-03-11T03:54:48",36.324,37.944,6.96,0.45,"ML",1.5,"Göksun (Kahramanmaraş)",561345
"2023-03-11T03:53:33",37.701,38.044,7,0.6,"ML",1.3,"Doğanşehir (Malatya)",561343
"2023-03-11T03:51:42",37.509,38.003,7,0.39,"ML",1.9,"Nurhak (Kahramanmaraş)",561342
"2023-03-11T03:51:19",29.203,40.752,9.82,0.28,"ML",1.3,"Marmara Denizi - [10.82 km] Tuzla (İstanbul)",561335
"2023-03-11T03:50:49",38.47,38.115,11.89,0.28,"ML",1.9,"Sincik (Adıyaman)",561340
"2023-03-11T03:46:16",37.525,38.022,7.03,0.44,"ML",2.5,"Nurhak (Kahramanmaraş)",561341
"2023-03-11T03:45:03",38.643,38.153,8.96,0.21,"ML",1.8,"Pütürge (Malatya)",561338
"2023-03-11T03:39:04",27.102,37.97,7,0.29,"ML",2,"Ege Denizi - Kuşadası Körfezi - [05.55 km] Menderes (İzmir)",561334
"2023-03-11T03:36:17",37.526,37.419,7.45,0.26,"ML",1.3,"Araban (Gaziantep)",561336
"2023-03-11T03:26:42",37.269,38.052,7.01,0.65,"ML",1.6,"Nurhak (Kahramanmaraş)",561332
"2023-03-11T03:23:57",37.698,38.043,7,0.37,"ML",2.2,"Doğanşehir (Malatya)",561331
"2023-03-11T03:21:46",36.797,37.303,7.65,0.34,"ML",1.9,"Türkoğlu (Kahramanmaraş)",561330
"2023-03-11T03:20:24",36.482,37.731,7,0.29,"ML",2.1,"Andırın (Kahramanmaraş)",561329
"2023-03-11T03:18:23",36.724,38.073,7.09,0.88,"ML",1.8,"Göksun (Kahramanmaraş)",561328
"2023-03-11T03:16:21",37.807,38.106,7,0.52,"ML",1.3,"Doğanşehir (Malatya)",561326
"2023-03-11T03:15:51",37.83,37.863,3.19,0.87,"ML",1.2,"Gölbaşı (Adıyaman)",561327
"2023-03-11T03:13:02",36.08,36.202,7,0.52,"ML",1.7,"Defne (Hatay)",561333
"2023-03-11T03:08:01",28.35,37.272,7,0.43,"ML",1.7,"Menteşe (Muğla)",561339
"2023-03-11T03:07:14",38.243,38.255,7.57,0.31,"ML",2.4,"Yeşilyurt (Malatya)",561325
"2023-03-11T03:06:16",38.213,38.283,6.88,0.4,"ML",2.5,"Yeşilyurt (Malatya)",561321
"2023-03-11T03:05:57",38.426,38.079,7,0.5,"ML",2,"Çelikhan (Adıyaman)",561323
"2023-03-11T03:04:02",37.177,37.506,8.4,0.31,"ML",1.3,"Dulkadiroğlu (Kahramanmaraş)",561320
"2023-03-11T03:02:44",29.207,40.734,7.9,0.18,"ML",1.4,"Marmara Denizi - [09.57 km] Merkez (Yalova)",561337
"2023-03-11T03:00:45",37.123,37.506,7,0.26,"ML",2.1,"Dulkadiroğlu (Kahramanmaraş)",561318
"2023-03-11T02:58:56",30.487,40.664,9.82,0.31,"ML",1.2,"Erenler (Sakarya)",561324
"2023-03-11T02:58:32",36.269,37.894,7.04,0.26,"ML",1.8,"Saimbeyli (Adana)",561312
"2023-03-11T02:55:46",37.727,38.14,6.19,0.55,"ML",1.4,"Elbistan (Kahramanmaraş)",561319
"2023-03-11T02:54:27",35.921,36.377,7,0.35,"ML",1.7,"Arsuz (Hatay)",561315
"2023-03-11T02:49:55",36.368,37.992,7.28,0.33,"ML",1,"Göksun (Kahramanmaraş)",561311
"2023-03-11T02:47:24",37.427,38.044,7,0.67,"ML",1.4,"Elbistan (Kahramanmaraş)",561322
"2023-03-11T02:41:09",36.337,37.974,7,0.54,"ML",1.6,"Göksun (Kahramanmaraş)",561309
"2023-03-11T02:39:30",36.712,37.219,7,0.58,"ML",1.2,"Bahçe (Osmaniye)",561314
"2023-03-11T02:35:55",37.706,38.059,5.24,0.53,"ML",1.3,"Doğanşehir (Malatya)",561317
"2023-03-11T02:31:52",36.184,38.032,10.05,0.5,"ML",2,"Saimbeyli (Adana)",561308
"2023-03-11T02:30:56",37.003,37.293,7.82,0.28,"ML",2,"Pazarcık (Kahramanmaraş)",561313
"2023-03-11T02:25:05",36.459,36.784,10.48,0.39,"ML",2.4,"Hassa (Hatay)",561293
"2023-03-11T02:24:22",36.253,36.553,7,0.26,"ML",1.7,"İskenderun (Hatay)",561294
"2023-03-11T02:23:03",36.293,37.919,7.08,0.22,"ML",1.7,"Göksun (Kahramanmaraş)",561297
"2023-03-11T02:20:15",38.523,38.161,11.2,0.31,"ML",1.5,"Battalgazi (Malatya)",561300
"2023-03-11T02:17:49",37.195,37.503,7,0.48,"ML",1.1,"Dulkadiroğlu (Kahramanmaraş)",561292
"2023-03-11T02:16:43",37.106,37.453,7,0.39,"ML",1.4,"Dulkadiroğlu (Kahramanmaraş)",561291
"2023-03-11T02:15:40",37.508,38.114,7,0.43,"ML",2.5,"Elbistan (Kahramanmaraş)",561289
"2023-03-11T02:12:22",36.301,37.851,7,0.48,"ML",2.5,"Göksun (Kahramanmaraş)",561290
"2023-03-11T02:09:23",36.209,37.908,11.68,0.34,"ML",1.8,"Saimbeyli (Adana)",561295
"2023-03-11T02:07:54",36.622,38.085,7,0.49,"ML",1.3,"Göksun (Kahramanmaraş)",561303
"2023-03-11T02:07:34",31.757,40.158,6.98,0.44,"ML",1.7,"Beypazarı (Ankara)",561305
"2023-03-11T02:06:43",38.58,38.184,6.99,0.19,"ML",1.3,"Battalgazi (Malatya)",561299
"2023-03-11T02:06:11",43.479,38.922,17.61,0.25,"ML",1.9,"Van Gölü - [06.09 km] Tuşba (Van)",561301
"2023-03-11T02:03:09",38.501,38.118,7,0.28,"ML",1,"Sincik (Adıyaman)",561298
"2023-03-11T02:00:27",35.898,37.861,7.13,0.49,"ML",2.1,"Feke (Adana)",561296
"2023-03-11T01:57:16",36.071,36.229,7.05,0.19,"ML",2,"Defne (Hatay)",561275
"2023-03-11T01:56:45",37.102,37.491,10.65,0.32,"ML",2,"Dulkadiroğlu (Kahramanmaraş)",561276
"2023-03-11T01:55:49",37.038,37.301,7.39,0.37,"ML",1.2,"Türkoğlu (Kahramanmaraş)",561277
"2023-03-11T01:54:40",37.176,37.464,7,0.24,"ML",1.9,"Dulkadiroğlu (Kahramanmaraş)",561278
"2023-03-11T01:53:18",27.141,37.991,7,0.31,"ML",1.9,"Menderes (İzmir)",561285
"2023-03-11T01:50:24",37.159,37.46,7.3,0.32,"ML",2,"Dulkadiroğlu (Kahramanmaraş)",561279
"2023-03-11T01:42:11",37.336,38.256,7,0.06,"ML",1.3,"Elbistan (Kahramanmaraş)",561288
"2023-03-11T01:39:49",38.473,38.098,9.7,0.23,"ML",2.2,"Sincik (Adıyaman)",561281
"2023-03-11T01:39:31",37.089,37.271,7,0.3,"ML",2.4,"Pazarcık (Kahramanmaraş)",561280
"2023-03-11T01:35:44",36.609,37.754,7,0.46,"ML",1.1,"Onikişubat (Kahramanmaraş)",561284
"2023-03-11T01:35:08",30.458,40.669,7.1,0.18,"ML",1,"Erenler (Sakarya)",561286
"2023-03-11T01:32:57",36.371,37.853,7.26,0.21,"ML",1.3,"Göksun (Kahramanmaraş)",561283
"2023-03-11T01:30:49",36.931,37.178,7,0.36,"ML",1.9,"Nurdağı (Gaziantep)",561282
"2023-03-11T01:30:48",35.29,38.703,7,0.57,"ML",1.6,"İncesu (Kayseri)",561287
"2023-03-11T01:30:07",36.117,36.042,4.23,0.27,"ML",1.6,"Yayladağı (Hatay)",561274
"2023-03-11T01:28:54",37.415,38.025,7.02,0.47,"ML",1.9,"Nurhak (Kahramanmaraş)",561268
"2023-03-11T01:25:34",36.987,38.172,15.39,0.31,"ML",2.3,"Afşin (Kahramanmaraş)",561267
"2023-03-11T01:24:49",40.424,38.542,9.92,0.43,"ML",2.3,"Hani (Diyarbakır)",561273
"2023-03-11T01:19:09",38.57,38.139,7.01,0.31,"ML",1.5,"Battalgazi (Malatya)",561269
"2023-03-11T01:12:51",37.906,38.484,7,0.39,"ML",0.9,"Akçadağ (Malatya)",561271
"2023-03-11T01:05:00",38.204,38.009,6.91,0.18,"ML",1,"Çelikhan (Adıyaman)",561270
"2023-03-11T01:02:06",34.581,36.473,8.95,0.48,"ML",2.3,"Akdeniz - Mersin Körfezi - [27.03 km] Erdemli (Mersin)",561272
"2023-03-11T01:00:25",37.905,37.892,7.37,0.32,"ML",2.5,"Tut (Adıyaman)",561266
"2023-03-11T00:59:28",38.419,38.088,7,0.48,"ML",1.4,"Çelikhan (Adıyaman)",561316
"2023-03-11T00:58:09",38.632,38.17,9.8,0.4,"ML",1.8,"Pütürge (Malatya)",561310
"2023-03-11T00:56:24",37.218,37.503,7,0.33,"ML",1.5,"Pazarcık (Kahramanmaraş)",561307
"2023-03-11T00:51:20",36.954,37.236,6.45,0.17,"ML",2.1,"Nurdağı (Gaziantep)",561302
"2023-03-11T00:51:03",37.225,37.545,6.91,0.13,"ML",1.7,"Pazarcık (Kahramanmaraş)",561304
"2023-03-11T00:46:25",36.222,37.888,7.45,0.47,"ML",1.5,"Saimbeyli (Adana)",561306
"2023-03-11T00:39:22",36.386,37.804,7.03,0.31,"MW",3.6,"Andırın (Kahramanmaraş)",561248
"2023-03-11T00:36:10",38.355,38.268,10.61,0.59,"ML",1.5,"Battalgazi (Malatya)",561265
"2023-03-11T00:34:29",38.518,38.153,7,0.54,"ML",1,"Sincik (Adıyaman)",561264
"2023-03-11T00:33:54",36.574,37.86,6.99,0.37,"ML",1.6,"Onikişubat (Kahramanmaraş)",561262
"2023-03-11T00:32:47",37.624,38.18,7.05,0.83,"ML",1.7,"Elbistan (Kahramanmaraş)",561263
"2023-03-11T00:30:08",35.633,36.915,6.77,0.52,"ML",1.3,"Yüreğir (Adana)",561261
"2023-03-11T00:28:34",38.038,38.19,7,0.24,"ML",1.8,"Yeşilyurt (Malatya)",561257
"2023-03-11T00:27:10",38.044,38.236,7,0.87,"ML",1.5,"Yeşilyurt (Malatya)",561254
"2023-03-11T00:24:24",36.763,37.151,9.78,0.19,"ML",2.4,"Nurdağı (Gaziantep)",561247
"2023-03-11T00:21:59",37.634,38.203,6.93,0.98,"ML",1.6,"Elbistan (Kahramanmaraş)",561258
"2023-03-11T00:20:07",37.608,38.007,7.02,0.33,"ML",1.9,"Doğanşehir (Malatya)",561259
"2023-03-11T00:17:28",36.337,37.782,7.03,0.42,"ML",2.6,"Andırın (Kahramanmaraş)",561249
"2023-03-11T00:15:59",36.251,37.82,7,0.49,"ML",1.6,"Saimbeyli (Adana)",561255
"2023-03-11T00:13:33",37.935,38.147,6.97,0.45,"ML",1.9,"Doğanşehir (Malatya)",561253
"2023-03-11T00:12:14",36.505,37.747,6.85,0.31,"ML",1.5,"Andırın (Kahramanmaraş)",561252
"2023-03-11T00:11:49",40.827,39.161,7,0.57,"ML",1.7,"Karlıova (Bingöl)",561260
"2023-03-11T00:10:10",37.638,37.759,6.88,0.45,"ML",1.7,"Gölbaşı (Adıyaman)",561256
"2023-03-11T00:09:30",36.96,37.243,8.06,0.36,"ML",1.6,"Nurdağı (Gaziantep)",561251
"2023-03-11T00:00:05",37.149,38.103,6.97,0.5,"ML",1.6,"Ekinözü (Kahramanmaraş)",561250
"2023-03-10T23:54:56",26.293,39.347,7,0.43,"ML",2.1,"Ege Denizi, Midilli Adası (Lesvos) - [16.46 km] Ayvacık (Çanakkale)",561246
"2023-03-10T23:53:33",36.822,36.44,10.49,0.48,"ML",1.7,"Afrin, Halep (Suriye) - [21.49 km] Kumlu (Hatay)",561244
"2023-03-10T23:53:29",37.86,37.872,7.21,0.23,"ML",1,"Gölbaşı (Adıyaman)",561243
"2023-03-10T23:51:22",38.406,38.118,6.97,0.41,"ML",2.7,"Yeşilyurt (Malatya)",561239
"2023-03-10T23:50:25",28.35,37.338,8.69,0.49,"ML",1.4,"Yatağan (Muğla)",561245
"2023-03-10T23:49:35",37.748,38.265,10.55,0.47,"ML",2,"Akçadağ (Malatya)",561240
"2023-03-10T23:48:16",37.728,38.216,8.82,0.43,"ML",2.3,"Elbistan (Kahramanmaraş)",561241
"2023-03-10T23:46:57",36.558,38.093,7.01,0.96,"ML",2,"Göksun (Kahramanmaraş)",561242
"2023-03-10T23:43:32",37.727,38.06,7.03,0.96,"ML",1.7,"Doğanşehir (Malatya)",561234
"2023-03-10T23:38:34",38.256,38.073,6.99,0.83,"ML",1.2,"Çelikhan (Adıyaman)",561235
"2023-03-10T23:37:29",38.122,38.209,7,0.66,"ML",1.2,"Yeşilyurt (Malatya)",561238
