Date,Longitude,Latitude,Depth,Rms,Type,Magnitude,Location,EventID
"2023-03-13T00:17:39",36.659,38.064,6.98,0.5,"ML",1.9,"Göksun (Kahramanmaraş)",562118
"2023-03-13T00:09:04",37.159,37.515,8.8,0.24,"ML",1.1,"Dulkadiroğlu (Kahramanmaraş)",562117
"2023-03-13T00:06:46",40.474,38.586,11.64,0.32,"ML",0.8,"Lice (Diyarbakır)",562124
"2023-03-13T00:04:38",39.636,38.473,7,0.23,"ML",1.1,"Maden (Elazığ)",562123
"2023-03-13T00:03:55",37.563,38.168,6.82,0.28,"ML",1.5,"Elbistan (Kahramanmaraş)",562120
"2023-03-13T00:03:28",36.906,37.42,7,0.3,"ML",1.4,"Türkoğlu (Kahramanmaraş)",562116
"2023-03-12T23:58:18",37.802,38.141,7,0.5,"ML",1.1,"Doğanşehir (Malatya)",562112
"2023-03-12T23:56:17",36.154,37.893,6.99,0.6,"ML",1,"Saimbeyli (Adana)",562109
"2023-03-12T23:55:27",39.461,39.934,6.98,0.48,"ML",1.7,"Kelkit (Gümüşhane)",562114
"2023-03-12T23:54:57",39.103,38.436,7,0.23,"ML",1.2,"Sivrice (Elazığ)",562113
"2023-03-12T23:52:39",38.752,38.227,3.66,0.21,"ML",1.5,"Pütürge (Malatya)",562110
"2023-03-12T23:52:09",37.185,38.094,7.01,0.38,"ML",1.8,"Ekinözü (Kahramanmaraş)",562111
"2023-03-12T23:48:49",37.167,37.477,7.27,0.47,"ML",2,"Dulkadiroğlu (Kahramanmaraş)",562108
"2023-03-12T23:38:09",36.275,37.934,7,0.24,"ML",1.5,"Saimbeyli (Adana)",562107
"2023-03-12T23:37:04",36.141,36.34,7.64,0.39,"ML",2.4,"Antakya (Hatay)",562103
"2023-03-12T23:33:37",36.362,37.871,6.95,0.23,"ML",1.6,"Göksun (Kahramanmaraş)",562106
"2023-03-12T23:33:31",36.268,38.386,6.98,0.76,"ML",1.8,"Tufanbeyli (Adana)",562105
"2023-03-12T23:29:51",37.808,34.975,5.92,0.47,"ML",3,"Al-Mukharram, Humus (Suriye) - [174.23 km] Reyhanlı (Hatay)",562104
"2023-03-12T23:22:50",36.65,37.872,7,0.39,"ML",3,"Onikişubat (Kahramanmaraş)",562095
"2023-03-12T23:19:55",36.135,37.591,7.78,0.37,"ML",2,"Kadirli (Osmaniye)",562096
"2023-03-12T23:19:10",39.416,39.886,5.29,0.16,"ML",2.1,"Kelkit (Gümüşhane)",562102
"2023-03-12T23:16:23",38.826,38.276,7,0.38,"ML",1.3,"Pütürge (Malatya)",562098
"2023-03-12T23:15:46",36.409,37.955,7,0.58,"ML",1.7,"Göksun (Kahramanmaraş)",562097
"2023-03-12T23:08:47",38.521,38.153,7,0.47,"ML",1.4,"Sincik (Adıyaman)",562099
"2023-03-12T23:07:55",36.842,37.359,7,0.47,"ML",1.8,"Türkoğlu (Kahramanmaraş)",562094
"2023-03-12T23:06:25",36.867,38.259,7.03,0.88,"ML",1.7,"Afşin (Kahramanmaraş)",562101
"2023-03-12T23:04:25",37.821,38.119,7,0.66,"ML",1.4,"Doğanşehir (Malatya)",562100
"2023-03-12T22:58:47",36.211,36.326,7,0.52,"ML",2,"Antakya (Hatay)",562089
"2023-03-12T22:56:59",36.059,36.191,9.03,0.32,"ML",1.6,"Samandağ (Hatay)",562090
"2023-03-12T22:56:21",39.684,38.615,7,0.18,"ML",1,"Merkez (Elazığ)",562092
"2023-03-12T22:49:33",37.799,37.876,10.21,0.46,"ML",2.8,"Gölbaşı (Adıyaman)",562087
"2023-03-12T22:47:49",29.627,39.03,12.18,0.44,"ML",1.9,"Gediz (Kütahya)",562093
"2023-03-12T22:41:28",36.643,38.048,7,0.43,"MW",3.8,"Göksun (Kahramanmaraş)",562080
"2023-03-12T22:37:09",37.255,37.541,6.28,0.42,"ML",0.9,"Pazarcık (Kahramanmaraş)",562088
"2023-03-12T22:36:14",39.035,38.211,7,0.34,"ML",1.4,"Pütürge (Malatya)",562091
"2023-03-12T22:28:41",36.261,37.902,7,0.55,"ML",2,"Saimbeyli (Adana)",562085
"2023-03-12T22:27:54",37.61,38.009,7,0.44,"ML",2.3,"Doğanşehir (Malatya)",562084
"2023-03-12T22:27:35",29.101,37.054,7,0.22,"ML",1,"Acıpayam (Denizli)",562078
"2023-03-12T22:20:33",27.722,39.254,5.26,0.33,"ML",1.6,"Soma (Manisa)",562086
"2023-03-12T22:17:22",36.104,36.275,7,0.32,"ML",1.5,"Antakya (Hatay)",562079
"2023-03-12T22:14:32",36.603,38.136,7,0.51,"ML",1.6,"Göksun (Kahramanmaraş)",562083
"2023-03-12T22:09:22",37.843,38.176,4.86,0.43,"ML",3,"Doğanşehir (Malatya)",562082
"2023-03-12T22:06:48",28.017,36.858,7.02,0.45,"ML",1.3,"Marmaris (Muğla)",562077
"2023-03-12T22:01:23",37.178,38.07,7,0.35,"ML",2,"Ekinözü (Kahramanmaraş)",562081
"2023-03-12T21:58:16",40.535,39.787,6.97,0.37,"ML",1.6,"Tercan (Erzincan)",562063
"2023-03-12T21:57:30",36.294,37.839,7.01,0.26,"ML",1.3,"Göksun (Kahramanmaraş)",562074
"2023-03-12T21:53:48",36.719,37.168,7,0.3,"ML",1,"Nurdağı (Gaziantep)",562075
"2023-03-12T21:50:45",36.352,37.886,8.99,0.26,"ML",1.8,"Göksun (Kahramanmaraş)",562073
"2023-03-12T21:49:43",36.094,37.691,6.96,0.47,"ML",1.4,"Sumbas (Osmaniye)",562072
"2023-03-12T21:48:14",38.164,38.205,7,0.33,"ML",1.5,"Yeşilyurt (Malatya)",562076
"2023-03-12T21:44:23",36.29,37.849,4.21,0.48,"ML",1.7,"Göksun (Kahramanmaraş)",562071
"2023-03-12T21:43:06",36.571,38.044,11.33,0.47,"ML",1.5,"Göksun (Kahramanmaraş)",562070
"2023-03-12T21:41:18",36.401,37.937,7,0.33,"ML",2,"Göksun (Kahramanmaraş)",562069
"2023-03-12T21:37:02",36.588,37.141,4.01,0.46,"ML",1.6,"Hasanbeyli (Osmaniye)",562068
"2023-03-12T21:34:14",36.271,37.871,7.02,0.45,"ML",2,"Saimbeyli (Adana)",562067
"2023-03-12T21:33:09",36.597,37.834,7.18,0.46,"ML",1.6,"Onikişubat (Kahramanmaraş)",562066
"2023-03-12T21:32:04",36.253,37.886,7.01,0.36,"ML",2.3,"Saimbeyli (Adana)",562065
"2023-03-12T21:31:22",36.634,38.022,7.7,0.32,"ML",2.1,"Göksun (Kahramanmaraş)",562064
"2023-03-12T21:28:49",36.25,37.883,7.74,0.39,"ML",3,"Saimbeyli (Adana)",562051
"2023-03-12T21:27:54",36.323,36.147,7,0.47,"ML",1.5,"Altınözü (Hatay)",562061
"2023-03-12T21:21:41",36.922,38.051,7,0.49,"ML",2.1,"Göksun (Kahramanmaraş)",562052
"2023-03-12T21:18:22",36.369,37.989,7,0.54,"ML",2,"Göksun (Kahramanmaraş)",562053
"2023-03-12T21:17:44",37.054,37.418,11.42,0.41,"ML",2,"Dulkadiroğlu (Kahramanmaraş)",562054
"2023-03-12T21:13:01",37.239,37.557,7,0.31,"ML",1.7,"Pazarcık (Kahramanmaraş)",562056
"2023-03-12T21:11:15",36.301,37.917,6.79,0.3,"ML",1.9,"Göksun (Kahramanmaraş)",562055
"2023-03-12T21:10:08",36.298,37.858,5.91,0.26,"ML",1.4,"Göksun (Kahramanmaraş)",562057
"2023-03-12T21:07:42",36.572,37.821,7,0.31,"ML",1.9,"Onikişubat (Kahramanmaraş)",562058
"2023-03-12T21:06:02",40.209,39.204,7,0.41,"ML",1.5,"Yayladere (Bingöl)",562062
"2023-03-12T21:04:20",36.399,36.646,7,0.74,"ML",1.5,"Kırıkhan (Hatay)",562059
"2023-03-12T21:03:01",37.636,37.969,7,0.62,"ML",1.7,"Doğanşehir (Malatya)",562060
"2023-03-12T20:59:15",37.157,37.517,7.18,0.41,"ML",2.2,"Dulkadiroğlu (Kahramanmaraş)",562044
"2023-03-12T20:58:36",36.891,37.45,7,0.38,"ML",2.4,"Türkoğlu (Kahramanmaraş)",562043
"2023-03-12T20:55:11",38.143,38.277,7,0.42,"ML",3.5,"Yeşilyurt (Malatya)",562041
"2023-03-12T20:54:39",28.429,37.076,7.01,0.23,"ML",1.2,"Ula (Muğla)",562049
"2023-03-12T20:52:49",36.671,38.125,7,0.45,"ML",2.4,"Göksun (Kahramanmaraş)",562042
"2023-03-12T20:51:46",30.024,37.041,6.94,0.49,"ML",1.5,"Korkuteli (Antalya)",562050
"2023-03-12T20:44:00",37.029,37.492,6.45,0.12,"ML",0.9,"Dulkadiroğlu (Kahramanmaraş)",562045
"2023-03-12T20:41:49",36.658,36.989,7,0.42,"ML",1.4,"İslahiye (Gaziantep)",562048
"2023-03-12T20:38:40",36.704,37.219,7,0.37,"ML",1.6,"Türkoğlu (Kahramanmaraş)",562046
"2023-03-12T20:36:11",37.04,38.025,16.36,0.43,"ML",2.1,"Ekinözü (Kahramanmaraş)",562047
"2023-03-12T20:28:28",40.31,39.127,7,0.33,"ML",1.2,"Merkez (Bingöl)",562040
"2023-03-12T20:21:07",37.153,37.518,8.81,0.47,"ML",3.3,"Dulkadiroğlu (Kahramanmaraş)",562034
"2023-03-12T20:19:02",37.209,38.124,7.01,0.35,"ML",1.8,"Elbistan (Kahramanmaraş)",562038
"2023-03-12T20:15:25",38.501,38.092,7,0.22,"ML",1.9,"Sincik (Adıyaman)",562039
"2023-03-12T20:14:27",38.458,38.099,8.26,0.37,"ML",2.9,"Çelikhan (Adıyaman)",562035
"2023-03-12T20:11:37",35.989,40.86,8.88,0.31,"ML",1.3,"Ladik (Samsun)",562036
"2023-03-12T20:05:39",36.147,36.186,6.72,0.66,"ML",1.9,"Defne (Hatay)",562037
"2023-03-12T19:58:49",39.49,38.512,7,0.3,"ML",2,"Hazar Gölü - [02.05 km] Maden (Elazığ)",562033
"2023-03-12T19:58:14",37.054,37.305,7,0.5,"ML",1.5,"Pazarcık (Kahramanmaraş)",562032
"2023-03-12T19:58:10",36.043,36.09,12.93,0.26,"ML",1.5,"Samandağ (Hatay)",562031
"2023-03-12T19:54:51",36.536,36.891,7.09,0.27,"ML",1.7,"İslahiye (Gaziantep)",562030
"2023-03-12T19:46:48",36.366,37.942,7,0.49,"ML",2.1,"Göksun (Kahramanmaraş)",562029
"2023-03-12T19:41:40",36.491,36.879,10.96,0.47,"ML",3.5,"Hassa (Hatay)",562026
"2023-03-12T19:38:30",37.237,38.056,10.86,0.48,"ML",2.3,"Ekinözü (Kahramanmaraş)",562028
"2023-03-12T19:33:44",36.492,37.932,6.96,0.47,"ML",1.6,"Göksun (Kahramanmaraş)",562027
"2023-03-12T19:27:59",35.871,36.211,9.09,0.49,"ML",2.5,"Samandağ (Hatay)",562025
"2023-03-12T19:25:28",36.465,37.971,9.27,0.4,"ML",1.5,"Göksun (Kahramanmaraş)",562018
"2023-03-12T19:23:46",37.609,38.431,7,0.51,"ML",1.4,"Darende (Malatya)",562024
"2023-03-12T19:20:26",36.103,36.767,7,0.45,"ML",1.7,"Akdeniz - İskenderun Körfezi - [09.34 km] Payas (Hatay)",562020
"2023-03-12T19:16:15",38.239,38.3,7,0.49,"ML",1.8,"Yeşilyurt (Malatya)",562023
"2023-03-12T19:11:22",36.492,36.624,6.16,0.31,"ML",2.3,"Hassa (Hatay)",562019
"2023-03-12T19:08:29",38.322,38.069,7,0.19,"ML",1.2,"Çelikhan (Adıyaman)",562022
"2023-03-12T19:02:49",38.286,38.291,7,0.49,"ML",1.7,"Yeşilyurt (Malatya)",562021
"2023-03-12T19:02:44",36.207,37.864,7,0.19,"ML",1.1,"Saimbeyli (Adana)",562017
"2023-03-12T18:57:10",32.96,39.8,6.64,0.29,"ML",1.3,"Çankaya (Ankara)",562009
"2023-03-12T18:54:17",36.905,37.401,9.56,0.31,"ML",1.5,"Türkoğlu (Kahramanmaraş)",562014
"2023-03-12T18:53:49",36.901,37.428,7,0.43,"ML",1,"Dulkadiroğlu (Kahramanmaraş)",562013
"2023-03-12T18:48:02",35.301,38.723,7,0.5,"ML",1.6,"İncesu (Kayseri)",562008
"2023-03-12T18:46:38",36.857,38.121,7,0.49,"ML",1.9,"Afşin (Kahramanmaraş)",562015
"2023-03-12T18:44:32",30.202,38.333,7.17,0.14,"ML",1.1,"Sandıklı (Afyonkarahisar)",562016
"2023-03-12T18:41:37",36.292,37.901,7,0.26,"ML",1.6,"Göksun (Kahramanmaraş)",562012
"2023-03-12T18:41:00",31.783,38.456,7,0.24,"ML",1.6,"Tuzlukçu (Konya)",562011
"2023-03-12T18:40:16",32.602,38.121,6.92,0.27,"ML",1.6,"Selçuklu (Konya)",562010
"2023-03-12T18:25:23",36.454,36.774,7.81,0.44,"ML",1.9,"Hassa (Hatay)",562000
"2023-03-12T18:24:20",37.06,37.28,7,0.49,"ML",1.8,"Pazarcık (Kahramanmaraş)",562001
"2023-03-12T18:23:13",40.4,38.555,6.59,0.29,"ML",1.4,"Hani (Diyarbakır)",562006
"2023-03-12T18:22:34",36.341,36.169,6.92,0.27,"ML",1.5,"Altınözü (Hatay)",562005
"2023-03-12T18:18:30",36.275,37.921,6.7,0.63,"ML",1.4,"Saimbeyli (Adana)",562004
"2023-03-12T18:13:48",36.438,36.612,7,0.36,"ML",2.1,"Kırıkhan (Hatay)",561999
"2023-03-12T18:07:07",35.659,37.738,7,0.45,"ML",2,"Kozan (Adana)",561998
"2023-03-12T18:04:38",27.268,38.874,6.3,0.41,"ML",1.5,"Yunusemre (Manisa)",562007
"2023-03-12T18:02:35",37.227,37.53,7,0.3,"ML",1.5,"Pazarcık (Kahramanmaraş)",562003
"2023-03-12T18:01:45",36.938,37.382,10.92,0.19,"ML",1.1,"Türkoğlu (Kahramanmaraş)",562002
"2023-03-12T17:59:11",36.618,38.105,7,0.36,"ML",3.1,"Göksun (Kahramanmaraş)",561992
"2023-03-12T17:54:40",39.093,38.382,8.21,0.47,"ML",2.3,"Sivrice (Elazığ)",561997
"2023-03-12T17:53:25",36.442,38.04,7,0.42,"ML",1.8,"Göksun (Kahramanmaraş)",561994
"2023-03-12T17:48:21",36.209,36.34,7,0.31,"ML",2.1,"Antakya (Hatay)",561995
"2023-03-12T17:39:14",38.224,38.027,7.07,0.36,"ML",1.6,"Çelikhan (Adıyaman)",561996
"2023-03-12T17:31:05",36.092,37.957,12.6,0.43,"ML",2,"Saimbeyli (Adana)",561993
"2023-03-12T17:27:29",37.35,38.176,7,0.36,"ML",1.6,"Elbistan (Kahramanmaraş)",561991
"2023-03-12T17:26:29",36.524,37.952,7,0.2,"ML",1.5,"Göksun (Kahramanmaraş)",561985
"2023-03-12T17:25:55",38.338,38.109,7.12,0.48,"ML",1.6,"Çelikhan (Adıyaman)",561984
"2023-03-12T17:21:52",37.248,37.533,6.83,0.31,"ML",1.7,"Pazarcık (Kahramanmaraş)",561981
"2023-03-12T17:21:25",36.972,37.239,9.31,0.27,"ML",1.6,"Nurdağı (Gaziantep)",561982
"2023-03-12T17:19:33",27.389,38.1,7.37,0.43,"ML",1.5,"Torbalı (İzmir)",561988
"2023-03-12T17:13:54",37.356,38.824,7.12,0.26,"ML",1.4,"Gürün (Sivas)",561980
"2023-03-12T17:10:31",38.614,37.558,7,0.43,"ML",2.1,"Atatürk Barajı - [02.89 km] Hilvan (Şanlıurfa)",561983
"2023-03-12T17:03:19",36.133,37.856,7.56,0.21,"ML",1.5,"Saimbeyli (Adana)",561986
"2023-03-12T17:02:51",28.844,37.984,10.16,0.17,"ML",1.1,"Buldan (Denizli)",561989
"2023-03-12T17:01:24",37.061,37.357,7,0.45,"ML",1.2,"Dulkadiroğlu (Kahramanmaraş)",561987
"2023-03-12T16:59:56",38.204,38.226,7,0.37,"ML",0.9,"Yeşilyurt (Malatya)",561990
"2023-03-12T16:58:57",38.259,38.263,6.33,0.26,"ML",1.8,"Yeşilyurt (Malatya)",561978
"2023-03-12T16:53:06",37.27,37.593,7.02,0.11,"ML",2.6,"Pazarcık (Kahramanmaraş)",561972
"2023-03-12T16:52:31",37.05,38.181,4.08,0.25,"ML",3.4,"Elbistan (Kahramanmaraş)",561971
"2023-03-12T16:45:00",36.891,37.369,5.55,0.3,"ML",2,"Türkoğlu (Kahramanmaraş)",561975
"2023-03-12T16:38:15",37.073,37.452,8.99,0.34,"ML",3.2,"Dulkadiroğlu (Kahramanmaraş)",561973
"2023-03-12T16:35:33",27.393,37.839,4.51,0.4,"ML",1.3,"Selçuk (İzmir)",561979
"2023-03-12T16:34:44",36.91,38.086,7,0.4,"ML",3.2,"Göksun (Kahramanmaraş)",561974
"2023-03-12T16:31:52",38.048,38.218,7,0.49,"ML",1.5,"Yeşilyurt (Malatya)",561977
"2023-03-12T16:30:45",38.136,38.234,10.18,0.49,"ML",2,"Yeşilyurt (Malatya)",561976
"2023-03-12T16:28:32",37.307,38.001,7.07,0.32,"ML",1.6,"Nurhak (Kahramanmaraş)",561968
"2023-03-12T16:26:21",37.175,37.489,6.93,0.23,"ML",1.3,"Dulkadiroğlu (Kahramanmaraş)",561967
"2023-03-12T16:13:14",37.135,37.434,4.61,0.18,"ML",1.8,"Dulkadiroğlu (Kahramanmaraş)",561965
"2023-03-12T16:13:03",41.454,38.294,6.97,0.55,"ML",1.6,"Kozluk (Batman)",561970
"2023-03-12T16:09:34",34.558,40.161,7,0.27,"ML",0.9,"Sungurlu (Çorum)",561964
"2023-03-12T16:09:18",38.515,38.128,7.02,0.48,"ML",1.8,"Sincik (Adıyaman)",561969
"2023-03-12T16:09:17",36.371,36.889,11.89,0.56,"ML",1.6,"Dörtyol (Hatay)",561966
"2023-03-12T15:55:12",27.622,37.902,7,0.39,"ML",1.6,"Germencik (Aydın)",561960
"2023-03-12T15:51:19",38.195,38.085,6.97,0.4,"ML",1.9,"Çelikhan (Adıyaman)",561962
"2023-03-12T15:49:12",37.144,37.513,4.37,0.29,"ML",1.3,"Dulkadiroğlu (Kahramanmaraş)",561963
"2023-03-12T15:46:37",36.474,37.869,7,0.47,"ML",2.5,"Onikişubat (Kahramanmaraş)",561961
"2023-03-12T15:43:50",38.139,38.213,7,0.38,"ML",1.4,"Yeşilyurt (Malatya)",561956
"2023-03-12T15:39:24",38.205,38.206,7.06,0.53,"ML",1.2,"Yeşilyurt (Malatya)",561955
"2023-03-12T15:38:24",36.614,37.878,5.28,0.54,"ML",1.8,"Onikişubat (Kahramanmaraş)",561953
"2023-03-12T15:38:22",37.867,38.122,5.92,0.45,"ML",1.7,"Doğanşehir (Malatya)",561954
"2023-03-12T15:34:38",35.869,36.186,6.88,0.64,"ML",2,"Akdeniz - [08.11 km] Samandağ (Hatay)",561958
"2023-03-12T15:30:06",37.042,37.498,9.59,0.36,"ML",3.3,"Dulkadiroğlu (Kahramanmaraş)",561950
"2023-03-12T15:29:28",37.908,38.165,4.18,0.26,"ML",1.5,"Doğanşehir (Malatya)",561957
"2023-03-12T15:28:09",36.578,38.042,7,0.56,"ML",1.4,"Göksun (Kahramanmaraş)",561952
"2023-03-12T15:24:15",36.242,37.913,7.52,0.32,"ML",2.1,"Saimbeyli (Adana)",561951
"2023-03-12T15:16:44",28.409,37.068,12.81,0.28,"ML",1.2,"Ula (Muğla)",561959
"2023-03-12T15:16:44",28.431,37.077,10.36,0.22,"ML",1.3,"Ula (Muğla)",561949
"2023-03-12T15:13:40",36.626,37.72,7.02,0.36,"ML",1.6,"Onikişubat (Kahramanmaraş)",561944
"2023-03-12T15:11:15",36.581,37.744,6.98,0.32,"ML",1.9,"Onikişubat (Kahramanmaraş)",561943
"2023-03-12T15:06:23",36.362,37.934,6.01,0.43,"ML",3,"Göksun (Kahramanmaraş)",561942
"2023-03-12T15:03:35",35.353,37.663,6.99,0.24,"ML",1.7,"Aladağ (Adana)",561941
"2023-03-12T15:00:07",37.724,38.121,8.27,0.32,"ML",1.7,"Doğanşehir (Malatya)",561946
"2023-03-12T14:55:59",38.492,38.122,11.63,0.23,"ML",1.6,"Sincik (Adıyaman)",561945
"2023-03-12T14:52:12",36.255,37.908,7,0.33,"ML",1.9,"Saimbeyli (Adana)",561940
"2023-03-12T14:49:37",37.8,38.105,8.54,0.28,"ML",1.5,"Doğanşehir (Malatya)",561947
"2023-03-12T14:48:33",30.464,40.659,7.95,0.4,"ML",1.6,"Erenler (Sakarya)",561948
"2023-03-12T14:46:56",36.276,37.909,7.01,0.4,"ML",2.4,"Göksun (Kahramanmaraş)",561939
"2023-03-12T14:36:40",37.751,38.097,7.66,0.66,"ML",2.7,"Doğanşehir (Malatya)",561936
"2023-03-12T14:35:44",28.442,37.07,7,0.38,"ML",1.2,"Ula (Muğla)",561938
"2023-03-12T14:29:04",36.577,37.856,7.07,0.85,"ML",2.6,"Onikişubat (Kahramanmaraş)",561937
"2023-03-12T14:23:20",37.067,38.289,4.94,0.91,"ML",2.6,"Elbistan (Kahramanmaraş)",561935
"2023-03-12T14:20:55",38.541,38.154,7.26,0.3,"ML",1.1,"Battalgazi (Malatya)",561934
"2023-03-12T14:12:52",36.121,36.04,2.4,0.67,"ML",1.9,"Yayladağı (Hatay)",561933
"2023-03-12T14:08:13",37.114,38.038,7,0.87,"ML",2.1,"Kandil Barajı - [03.64 km] Ekinözü (Kahramanmaraş)",561932
"2023-03-12T14:03:06",38.741,38.238,7.62,0.27,"ML",2.6,"Pütürge (Malatya)",561931
"2023-03-12T13:57:14",36.465,38.07,7.03,0.4,"ML",2.4,"Göksun (Kahramanmaraş)",561930
"2023-03-12T13:55:58",36.681,37.165,7,0.48,"ML",2.1,"Nurdağı (Gaziantep)",561928
"2023-03-12T13:54:19",41.2,36.234,4.46,0.66,"MW",3.6,"Haseke (Suriye) - [92.54 km] Nusaybin (Mardin)",561929
"2023-03-12T13:36:46",35.329,35.461,6.83,0.82,"MW",3.9,"Akdeniz",561923
"2023-03-12T13:34:26",38.492,38.068,7,0.24,"ML",2,"Sincik (Adıyaman)",561924
"2023-03-12T13:31:58",31.795,40.863,7.14,0.25,"MW",3.7,"Merkez (Bolu)",561921
"2023-03-12T13:28:10",38.168,38.239,7,0.32,"ML",2.1,"Yeşilyurt (Malatya)",561926
"2023-03-12T13:27:37",36.089,36.089,4.78,0.42,"ML",2.1,"Defne (Hatay)",561925
"2023-03-12T13:19:12",38.438,38.101,7,0.53,"ML",1.9,"Çelikhan (Adıyaman)",561927
"2023-03-12T13:11:01",36.451,37.735,7,0.47,"ML",2.4,"Andırın (Kahramanmaraş)",561922
"2023-03-12T13:03:00",37.186,38.045,7,0.82,"ML",3,"Ekinözü (Kahramanmaraş)",561918
"2023-03-12T13:01:21",36.485,38.029,6.64,0.53,"ML",3.5,"Göksun (Kahramanmaraş)",561917
"2023-03-12T12:59:00",36.249,36.064,5.1,0.451,"ML",2.5,"Altınözü (Hatay)",561916
"2023-03-12T12:55:11",38.977,39.183,7.11,0.3,"ML",2.1,"Hozat (Tunceli)",561919
"2023-03-12T12:45:45",38.979,39.185,7,0.14,"ML",2,"Hozat (Tunceli)",561920
"2023-03-12T12:32:53",36.601,38.091,7.01,0.22,"ML",2.7,"Göksun (Kahramanmaraş)",561915
"2023-03-12T12:31:21",36.253,37.91,8.17,0.37,"MW",4.4,"Saimbeyli (Adana)",561913
"2023-03-12T12:22:15",28.024,37.008,7,0.77,"ML",2.8,"Ege Denizi - Gökova Körfezi - [03.63 km] Milas (Muğla)",561914
"2023-03-12T12:13:22",37.193,38.232,7,0.8,"ML",3,"Elbistan (Kahramanmaraş)",561911
"2023-03-12T12:01:38",37.101,37.471,7,0.46,"ML",1.9,"Dulkadiroğlu (Kahramanmaraş)",561912
"2023-03-12T11:56:38",36.976,38.034,7.5,0.91,"ML",2,"Ekinözü (Kahramanmaraş)",561910
"2023-03-12T11:42:40",37.499,38.381,7.02,0.67,"ML",2.8,"Darende (Malatya)",561906
"2023-03-12T11:35:17",29.303,38.108,7,0.7,"ML",1.3,"Çal (Denizli)",561909
"2023-03-12T11:29:24",38.309,38.268,17.06,0.78,"ML",1.5,"Yeşilyurt (Malatya)",561908
"2023-03-12T11:22:25",38.345,38.245,5.27,0.31,"ML",1.8,"Yeşilyurt (Malatya)",561905
"2023-03-12T11:18:15",36.994,37.327,3.6,0.77,"ML",1.1,"Türkoğlu (Kahramanmaraş)",561907
"2023-03-12T11:04:40",37.035,37.338,2.77,0.32,"ML",1.6,"Türkoğlu (Kahramanmaraş)",561904
"2023-03-12T10:47:36",38.173,37.99,7,0.67,"ML",2.1,"Çelikhan (Adıyaman)",561903
"2023-03-12T10:35:47",37.509,38.044,7,0.87,"MW",3.4,"Elbistan (Kahramanmaraş)",561902
"2023-03-12T10:35:17",36.413,36.693,7,0.51,"ML",3.1,"Hassa (Hatay)",561901
"2023-03-12T10:30:40",36.206,36.961,7,0.56,"ML",2.5,"Erzin (Hatay)",561900
"2023-03-12T10:28:09",37.836,38.154,7,0.65,"ML",3,"Doğanşehir (Malatya)",561892
"2023-03-12T10:21:12",36.211,36.095,7,0.63,"ML",2.8,"Altınözü (Hatay)",561893
"2023-03-12T10:20:29",25.29,39.409,6.34,0.47,"ML",2.1,"Ege Denizi - [67.24 km] Ayvacık (Çanakkale)",561897
"2023-03-12T10:09:36",36.38,37.757,7,0.72,"ML",2.3,"Andırın (Kahramanmaraş)",561894
"2023-03-12T10:02:13",36.373,37.249,7.02,0.68,"ML",2.1,"Düziçi (Osmaniye)",561899
"2023-03-12T09:59:26",37.188,38.125,7.09,0.75,"ML",2.5,"Elbistan (Kahramanmaraş)",561898
"2023-03-12T09:58:13",38.287,38.304,8.64,0.42,"ML",2.5,"Yeşilyurt (Malatya)",561890
"2023-03-12T09:57:21",36.19,36.73,7,0.69,"ML",2.1,"Akdeniz - İskenderun Körfezi - [03.14 km] Payas (Hatay)",561896
"2023-03-12T09:55:51",37.895,37.885,7,0.54,"ML",2.4,"Tut (Adıyaman)",561891
"2023-03-12T09:49:17",36.63,37.903,7.25,0.76,"ML",2,"Onikişubat (Kahramanmaraş)",561895
"2023-03-12T09:43:22",36.361,37.976,7,0.44,"ML",2.4,"Göksun (Kahramanmaraş)",561889
"2023-03-12T09:41:07",35.274,38.696,7,0.56,"ML",2.9,"İncesu (Kayseri)",561885
"2023-03-12T09:38:42",38.191,38.11,6.98,0.47,"ML",2.5,"Yeşilyurt (Malatya)",561888
"2023-03-12T09:32:22",35.949,37.684,7.24,0.67,"ML",1.8,"Kozan (Adana)",561887
"2023-03-12T09:30:05",34.336,41.799,7,0.22,"ML",2.6,"Türkeli (Sinop)",561883
"2023-03-12T09:28:03",34.331,41.776,6.16,0.43,"ML",2.8,"Türkeli (Sinop)",561881
"2023-03-12T09:25:21",37.88,38.106,8.77,0.45,"ML",2.9,"Doğanşehir (Malatya)",561886
"2023-03-12T09:14:55",36.367,37.236,7,0.51,"ML",3.9,"Düziçi (Osmaniye)",561878
"2023-03-12T09:13:55",38.378,38.091,7,0.45,"ML",2.2,"Çelikhan (Adıyaman)",561884
"2023-03-12T09:10:28",27.373,40.761,10.55,0.49,"ML",2.6,"Marmara Denizi - [03.69 km] Şarköy (Tekirdağ)",561882
"2023-03-12T09:09:17",40.385,38.557,7.48,0.44,"ML",2.5,"Hani (Diyarbakır)",561880
"2023-03-12T09:02:35",36.265,37.92,7,0.59,"ML",2.3,"Saimbeyli (Adana)",561879
"2023-03-12T08:48:04",37.396,38.851,7,0.95,"ML",2.5,"Gürün (Sivas)",561877
"2023-03-12T08:45:46",38.306,38.242,12.7,0.33,"ML",1.4,"Yeşilyurt (Malatya)",561875
"2023-03-12T08:35:03",37.484,37.973,7,0.85,"ML",2,"Nurhak (Kahramanmaraş)",561876
"2023-03-12T08:30:29",38.017,38.208,4.72,0.56,"ML",3,"Yeşilyurt (Malatya)",561872
